id,smiles,T_fasudil,T_tolcapone,T_anle138b,T_synuclean-D,T_EGCG,T_quercetin,T_curcumin,T_methylene blue,T_doxycycline,T_ATH434,T_sephin1,T_ligand_2,T_baidya_q23
4,CC(CC1CCN(C(=O)c2csc3ccccc23)CC1)N1CCNCC1,0.2361111111111111,0.10666666666666667,0.07228915662650602,0.06493506493506493,0.09876543209876543,0.06329113924050633,0.14084507042253522,0.07246376811594203,0.09278350515463918,0.16176470588235295,0.14285714285714285,0.203125,0.11538461538461539
108,O=S(=O)(c1ccc2c(Br)cccc2c1)N1CCCC(N2CCCCC2)C1,0.2318840579710145,0.06756756756756757,0.11842105263157894,0.08333333333333333,0.08974358974358974,0.06666666666666667,0.06944444444444445,0.07692307692307693,0.0851063829787234,0.08695652173913043,0.07042253521126761,0.25862068965517243,0.36065573770491804
14,CCOc1ccc2c(c1)CCCN2S(=O)(=O)c1ccnc2ccccc12,0.4426229508196721,0.06493506493506493,0.08641975308641975,0.06578947368421052,0.1,0.0641025641025641,0.1111111111111111,0.10606060606060606,0.07142857142857142,0.14705882352941177,0.09722222222222222,0.15151515151515152,0.2835820895522388
69,Nc1nccc(N2CCC(NS(=O)(=O)c3ccnc4ccccc34)CC2)n1,0.38095238095238093,0.05194805194805195,0.0875,0.05263157894736842,0.07407407407407407,0.05128205128205128,0.0821917808219178,0.09090909090909091,0.11827956989247312,0.16666666666666666,0.11428571428571428,0.13636363636363635,0.26865671641791045
80,O=S(=O)(NC1CCN2CCCC[C@H]2C1)c1ccnc2ccccc12,0.4098360655737705,0.05263157894736842,0.10256410256410256,0.06756756756756757,0.075,0.05194805194805195,0.08333333333333333,0.07575757575757576,0.08421052631578947,0.15151515151515152,0.11594202898550725,0.13846153846153847,0.2727272727272727
