condition,seed,pose_rank,energy,hit,com_dist_to_site
A_blind,26,20,-2.315,0,27.566957375949222
A_blind,27,1,-3.306,0,138.7163582971809
A_blind,27,2,-2.886,0,140.7205158458665
A_blind,27,3,-2.885,0,140.46114350843104
A_blind,27,4,-2.876,0,136.50620764757215
A_blind,27,5,-2.826,0,139.090084282667
A_blind,27,6,-2.766,0,137.24996263064736
A_blind,27,7,-2.765,0,140.53711349053125
A_blind,27,8,-2.74,0,65.61298313732456
A_blind,27,9,-2.631,0,64.16923608672325
A_blind,27,10,-2.582,0,22.235076508262402
A_blind,27,11,-2.57,0,142.64649642719456
A_blind,27,12,-2.532,0,144.19769788483063
A_blind,27,13,-2.45,0,22.1170657129078
A_blind,27,14,-2.43,0,74.97669939801494
A_blind,27,15,-2.292,1,11.181000905697738
A_blind,27,16,-2.283,0,22.209990661044465
A_blind,27,17,-2.268,1,12.959669043911944
A_blind,27,18,-2.257,0,51.52911595629574
A_blind,27,19,-2.254,0,22.50816054510954
A_blind,27,20,-2.152,0,71.96384648881704
A_blind,28,1,-3.524,0,11.499412266502016
A_blind,28,2,-2.768,0,37.584272913453646
A_blind,28,3,-2.738,0,118.64257745361003
A_blind,28,4,-2.575,0,95.85702310623374
A_blind,28,5,-2.526,0,91.18630971603442
A_blind,28,6,-2.491,0,66.6388131832148
A_blind,28,7,-2.464,0,116.42834069942089
A_blind,28,8,-2.438,0,117.94186506599613
A_blind,28,9,-2.421,0,116.64137401343274
A_blind,28,10,-2.374,0,91.39125258963985
A_blind,28,11,-2.332,0,82.02361259877068
A_blind,28,12,-2.3,0,37.98024943309956
A_blind,28,13,-2.268,0,96.36547942466912
A_blind,28,14,-2.236,0,39.085686618062844
A_blind,28,15,-2.198,0,64.76176823185874
A_blind,28,16,-2.163,0,115.8078006879987
A_blind,28,17,-2.161,0,109.9865344067801
A_blind,28,18,-2.131,0,106.63628371769937
A_blind,28,19,-2.07,0,118.25447626391833
A_blind,28,20,-2.032,0,117.61857720975699
A_blind,29,1,-2.794,0,135.37239354187895
A_blind,29,2,-2.508,0,95.91391051313288
A_blind,29,3,-2.408,0,136.04368138143906
A_blind,29,4,-2.31,0,123.87207184133804
A_blind,29,5,-2.286,0,139.51096423028287
A_blind,29,6,-2.205,0,140.82135197629262
A_blind,29,7,-2.17,0,16.919521590061194
A_blind,29,8,-1.993,0,51.76327424375648
A_blind,29,9,-1.982,0,105.3604877011348
A_blind,29,10,-1.849,0,145.98360617423708
A_blind,29,11,-1.83,0,136.44638888091666
A_blind,29,12,-1.801,0,51.086232812580505
A_blind,29,13,-1.769,0,96.68698866081161
A_blind,29,14,-1.764,0,145.2124123784857
A_blind,29,15,-1.722,0,135.45549322816092
A_blind,29,16,-1.685,0,74.00447137345769
A_blind,29,17,-1.57,0,135.54151428214078
A_blind,29,18,-1.564,0,97.61482367908333
A_blind,29,19,-1.475,0,106.12741080098672
