condition,seed,pose_rank,energy,hit,com_dist_to_site
A_blind,74,7,-2.386,0,94.69295365296095
A_blind,74,8,-2.382,0,60.62409132981611
A_blind,74,9,-2.334,0,125.78949284257158
A_blind,74,10,-2.317,0,125.549928744108
A_blind,74,11,-2.306,0,73.63835008505477
A_blind,74,12,-2.285,0,145.55631188608498
A_blind,74,13,-2.222,0,93.58825219673005
A_blind,74,14,-2.157,0,114.96579171402367
A_blind,74,15,-2.11,0,115.93683908878371
A_blind,74,16,-2.049,0,118.6930286191467
A_blind,74,17,-1.933,0,61.46700206563764
A_blind,74,18,-1.883,0,146.47748865986782
A_blind,74,19,-1.879,0,92.78722534086089
A_blind,74,20,-1.659,0,148.01336274270426
A_blind,75,1,-2.994,0,63.93352553282927
A_blind,75,2,-2.857,0,61.17287935566705
A_blind,75,3,-2.769,1,10.708012947260396
A_blind,75,4,-2.729,0,63.65735993137767
A_blind,75,5,-2.613,0,108.79590917509401
A_blind,75,6,-2.524,0,34.90007253749424
A_blind,75,7,-2.431,0,97.3792389413362
A_blind,75,8,-2.395,1,11.504477640499877
A_blind,75,9,-2.358,1,10.726333115200884
A_blind,75,10,-2.313,0,72.87116992068448
A_blind,75,11,-2.288,0,91.34248006761133
A_blind,75,12,-2.287,0,73.06511164938125
A_blind,75,13,-2.281,1,11.372580801616817
A_blind,75,14,-2.26,0,104.65321693223582
A_blind,75,15,-2.226,0,59.347046559253876
A_blind,75,16,-2.215,0,81.80959966276072
A_blind,75,17,-2.197,0,35.000167806884875
A_blind,75,18,-2.158,0,45.112911570367864
A_blind,75,19,-2.15,0,117.03570929931007
A_blind,75,20,-2.136,0,113.69956222461298
A_blind,76,1,-3.775,1,9.326937735384687
A_blind,76,2,-3.729,0,133.1974115341091
A_blind,76,3,-3.538,0,9.9652020688933
A_blind,76,4,-3.387,0,10.2945924276698
A_blind,76,5,-3.373,0,137.97184692046312
A_blind,76,6,-3.353,0,136.1462652390046
A_blind,76,7,-3.234,0,10.779091101812584
A_blind,76,8,-3.15,0,136.67217695104966
A_blind,76,9,-3.109,0,134.37513795544118
A_blind,76,10,-3.107,0,11.999887625755576
A_blind,76,11,-3.094,0,135.85106878677118
A_blind,76,12,-3.086,0,141.44981396651957
A_blind,76,13,-2.993,0,117.63896940296284
A_blind,76,14,-2.943,0,139.90645368857705
A_blind,76,15,-2.891,0,12.487782935785118
A_blind,76,16,-2.809,0,11.71065147117132
A_blind,76,17,-2.707,0,136.15867297195044
A_blind,76,18,-2.653,0,137.3916282603896
A_blind,76,19,-2.613,0,129.92817712053372
A_blind,76,20,-2.551,0,96.77347821611674
A_blind,77,1,-3.533,0,11.117948926351996
A_blind,77,2,-3.438,0,27.42206983422082
A_blind,77,3,-3.129,0,12.560457642916312
A_blind,77,4,-3.129,0,141.66535797286144
A_blind,77,5,-3.102,0,11.850999928772016
A_blind,77,6,-3.066,0,10.321000231937273
A_blind,77,7,-3.059,0,11.295460376977536
A_blind,77,8,-2.887,0,39.92713479296068
A_blind,77,9,-2.822,0,52.13581656351944
A_blind,77,10,-2.817,1,10.393455354817293
A_blind,77,11,-2.738,0,28.57661810888568
A_blind,77,12,-2.619,0,50.6165413192607
A_blind,77,13,-2.612,0,28.330117111757342
A_blind,77,14,-2.562,0,80.18258821157454
A_blind,77,15,-2.555,0,40.61467307655537
A_blind,77,16,-2.504,0,13.055377867169982
A_blind,77,17,-2.496,0,45.055231947756766
A_blind,77,18,-2.471,0,39.87086497091195
A_blind,77,19,-2.453,0,88.80085119002393
A_blind,77,20,-2.407,0,40.650425908788286
A_blind,78,1,-3.142,0,111.11835036936208
A_blind,78,2,-3.119,0,135.73940873933424
A_blind,78,3,-2.968,0,53.52696615303981
A_blind,78,4,-2.963,0,121.85126166727531
A_blind,78,5,-2.86,0,113.03052064845613
A_blind,78,6,-2.839,0,52.665258821294685
A_blind,78,7,-2.812,0,100.47055206218151
A_blind,78,8,-2.692,0,51.66055128803861
A_blind,78,9,-2.58,0,125.41433524092582
A_blind,78,10,-2.539,0,125.5147766870528
A_blind,78,11,-2.538,0,126.38774157347093
A_blind,78,12,-2.531,0,122.54688599799208
A_blind,78,13,-2.461,0,101.74424426943833
A_blind,78,14,-2.409,0,121.73999784484214
A_blind,78,15,-2.401,0,63.67033125385532
A_blind,78,16,-2.264,0,145.72884573843524
A_blind,78,17,-2.251,0,50.73810113897123
A_blind,78,18,-2.118,0,99.77419319299864
A_blind,78,19,-2.104,0,64.55085507988669
A_blind,78,20,-2.081,0,101.48983429542992
A_blind,79,1,-3.974,0,136.71201721751305
A_blind,79,2,-3.713,0,137.82665481937127
A_blind,79,3,-2.64,0,134.40319775484667
A_blind,79,4,-2.572,0,135.88608893486577
A_blind,79,5,-2.467,0,92.60625023326241
A_blind,79,6,-2.462,0,131.47859380582634
A_blind,79,7,-2.373,0,142.87127466721296
A_blind,79,8,-2.273,0,138.66523609306813
A_blind,79,9,-2.264,0,105.0730950472265
A_blind,79,10,-2.263,0,136.7733923041645
A_blind,79,11,-2.218,0,141.0947460011556
A_blind,79,12,-2.191,0,142.78380720583584
A_blind,79,13,-2.184,0,75.11198454471592
A_blind,79,14,-2.183,0,112.1985347053609
A_blind,79,15,-2.162,0,139.48010710022362
A_blind,79,16,-2.126,0,91.30346071272596
A_blind,79,17,-2.121,0,76.43420195307161
A_blind,79,18,-2.085,0,136.67100810328967
A_blind,79,19,-2.026,0,128.77265029337426
A_blind,79,20,-2.001,0,143.79128060153982
A_blind,80,1,-3.808,0,136.98388791731924
A_blind,80,2,-3.66,0,140.17034152502518
A_blind,80,3,-3.248,0,121.485351341365
A_blind,80,4,-3.206,0,122.58950464391592
A_blind,80,5,-3.096,0,18.972377291599795
A_blind,80,6,-3.026,0,39.842896989228336
A_blind,80,7,-2.983,0,19.117844985787414
A_blind,80,8,-2.915,0,121.04272127531354
A_blind,80,9,-2.891,0,62.0170862745471
A_blind,80,10,-2.861,0,77.1596180578086
A_blind,80,11,-2.588,0,73.33280582366152
A_blind,80,12,-2.551,0,104.41271949261136
A_blind,80,13,-2.541,0,146.48614013172687
A_blind,80,14,-2.49,0,142.73743721160912
A_blind,80,15,-2.461,0,90.8526244446796
A_blind,80,16,-2.395,0,40.3270579658143
A_blind,80,17,-2.324,0,87.50043161328286
A_blind,80,18,-2.27,0,40.141856685478345
A_blind,80,19,-2.246,0,104.45163075110176
A_blind,80,20,-2.225,0,112.28619514122454
A_blind,81,1,-3.332,1,8.842145835778515
A_blind,81,2,-3.2,0,12.577779304384304
A_blind,81,3,-3.182,0,137.18734206801693
A_blind,81,4,-3.074,0,142.5390384546984
A_blind,81,5,-3.017,0,135.71843467086592
A_blind,81,6,-2.997,0,29.58287232913996
A_blind,81,7,-2.796,0,61.49323183159924
A_blind,81,8,-2.721,0,62.63812000318042
A_blind,81,9,-2.634,0,115.48446526403463
A_blind,81,10,-2.608,0,136.1369328030209
A_blind,81,11,-2.578,0,119.50956816340303
A_blind,81,12,-2.564,0,114.57010608647934
A_blind,81,13,-2.536,0,109.77220392290597
A_blind,81,14,-2.517,0,33.756826294010295
A_blind,81,15,-2.514,0,50.00291669313606
A_blind,81,16,-2.511,0,52.08732830556273
A_blind,81,17,-2.503,0,131.95993913172225
A_blind,81,18,-2.497,0,10.88619045745935
A_blind,81,19,-2.431,0,40.9419967248876
A_blind,81,20,-2.424,0,119.83446836001391
A_blind,82,1,-3.733,1,7.441455267235077
A_blind,82,2,-3.204,0,136.4964751870644
A_blind,82,3,-3.163,0,11.80690545024669
A_blind,82,4,-3.117,0,17.124680770016624
A_blind,82,5,-3.027,0,139.71343246624167
A_blind,82,6,-2.971,1,11.914660250409618
A_blind,82,7,-2.967,0,138.94938462851755
A_blind,82,8,-2.917,0,39.45158509257361
A_blind,82,9,-2.894,0,101.77870245342288
A_blind,82,10,-2.803,0,18.456230606608607
A_blind,82,11,-2.768,0,142.62621021514653
A_blind,82,12,-2.762,0,140.59518298996787
A_blind,82,13,-2.586,0,39.586462275019734
A_blind,82,14,-2.56,0,73.84878727654714
A_blind,82,15,-2.529,0,141.54274170153758
A_blind,82,16,-2.485,0,141.82797336728822
A_blind,82,17,-2.478,0,16.96898794571952
A_blind,82,18,-2.442,0,73.84978113679315
A_blind,82,19,-2.324,0,39.63255410564777
A_blind,82,20,-2.297,0,106.81874534701343
A_blind,83,1,-3.651,0,140.20516910886033
A_blind,83,2,-3.442,0,134.51812169823125
A_blind,83,3,-3.243,0,141.89053789702007
A_blind,83,4,-3.084,0,136.05175980227494
A_blind,83,5,-3.03,0,140.07990056285064
A_blind,83,6,-2.863,0,135.5103587257007
A_blind,83,7,-2.853,0,89.36769028057716
A_blind,83,8,-2.836,0,63.906768858725606
A_blind,83,9,-2.812,0,11.874025813387311
A_blind,83,10,-2.783,0,135.24948792342494
A_blind,83,11,-2.753,0,100.96338738310527
A_blind,83,12,-2.744,0,61.5052318998208
A_blind,83,13,-2.738,0,62.58384551940713
A_blind,83,14,-2.71,0,142.7080880373159
A_blind,83,15,-2.604,0,16.55361097608515
A_blind,83,16,-2.536,0,109.3798017652514
A_blind,83,17,-2.536,0,68.75834162207688
A_blind,83,18,-2.478,0,58.840963246283266
A_blind,83,19,-2.431,0,142.61541384686745
A_blind,83,20,-2.394,0,99.31091127957453
A_blind,84,1,-4.058,0,138.9032421545984
A_blind,84,2,-3.418,0,140.37419526061967
A_blind,84,3,-3.19,0,136.46643581873903
A_blind,84,4,-3.09,0,142.03722134826683
A_blind,84,5,-2.935,0,141.7943477487796
A_blind,84,6,-2.922,0,124.47392661093872
A_blind,84,7,-2.912,0,113.37040290718402
A_blind,84,8,-2.784,0,140.70056500360295
A_blind,84,9,-2.782,0,137.61148173912844
A_blind,84,10,-2.776,0,72.26375735441952
A_blind,84,11,-2.749,0,127.2771688501547
A_blind,84,12,-2.649,0,112.3199312345078
A_blind,84,13,-2.441,0,124.27187886641987
A_blind,84,14,-2.397,0,65.79426824730864
A_blind,84,15,-2.39,0,63.90720764053868
A_blind,84,16,-2.374,0,93.16859603725281
A_blind,84,17,-2.371,0,18.51150501785151
A_blind,84,18,-2.317,0,136.9029792423711
A_blind,84,19,-2.258,0,110.74385616932358
A_blind,84,20,-2.255,0,114.5277275870937
A_blind,85,1,-3.63,0,136.02432787215957
A_blind,85,2,-3.559,0,136.49911846493228
A_blind,85,3,-3.218,0,137.4277340309141
A_blind,85,4,-2.908,0,61.40067849021139
A_blind,85,5,-2.896,0,65.37648619010659
A_blind,85,6,-2.853,0,142.1083991855162
A_blind,85,7,-2.851,0,133.0283274882796
A_blind,85,8,-2.803,1,7.8770853528514175
A_blind,85,9,-2.673,0,76.15885745019365
A_blind,85,10,-2.616,0,125.1124908724725
A_blind,85,11,-2.482,0,65.56253589694394
A_blind,85,12,-2.474,0,51.16313088963781
A_blind,85,13,-2.369,0,41.035225917433564
A_blind,85,14,-2.304,0,51.36060371632274
A_blind,85,15,-2.275,0,129.26443169374897
A_blind,85,16,-2.268,0,125.70583791700545
A_blind,85,17,-2.177,0,52.18602174242386
A_blind,85,18,-2.172,0,79.34138106678739
A_blind,85,19,-2.083,0,129.11396330756287
A_blind,85,20,-2.081,0,87.34453152384698
A_blind,86,1,-3.045,0,63.821334212705494
A_blind,86,2,-2.943,0,36.49584743099387
A_blind,86,3,-2.702,0,37.41404634106476
A_blind,86,4,-2.622,0,18.36398960942624
A_blind,86,5,-2.554,0,109.18816951937065
A_blind,86,6,-2.428,0,30.203746874771223
A_blind,86,7,-2.417,0,93.4837155887116
A_blind,86,8,-2.409,0,29.125055653355666
A_blind,86,9,-2.36,0,76.04920539693548
A_blind,86,10,-2.327,0,44.220262137572306
A_blind,86,11,-2.289,0,118.70672883908509
A_blind,86,12,-2.284,0,84.5133845124125
A_blind,86,13,-2.28,0,121.68550119155579
A_blind,86,14,-2.265,0,117.71656067539338
A_blind,86,15,-2.218,0,31.592033337676465
A_blind,86,16,-2.189,0,67.84663858638999
A_blind,86,17,-2.182,0,128.29432447409715
A_blind,86,18,-2.179,0,93.28075081697412
A_blind,86,19,-2.123,0,46.286108500844755
A_blind,86,20,-2.002,0,45.94054448669422
A_blind,87,1,-3.522,0,136.96281749839102
A_blind,87,2,-3.312,0,27.82946460629788
A_blind,87,3,-3.3,0,137.54569633018082
A_blind,87,4,-2.802,0,97.86231982155601
A_blind,87,5,-2.795,0,65.19298131110278
A_blind,87,6,-2.737,0,28.228345247455614
A_blind,87,7,-2.706,0,29.40527296121096
A_blind,87,8,-2.667,0,89.31873350391987
A_blind,87,9,-2.656,0,135.3358330425897
A_blind,87,10,-2.648,0,61.258804897293516
A_blind,87,11,-2.61,0,133.0114247633082
A_blind,87,12,-2.603,0,60.48374338799052
A_blind,87,13,-2.595,0,52.82571423661574
A_blind,87,14,-2.588,0,98.15457879599712
A_blind,87,15,-2.517,0,116.56933871262432
A_blind,87,16,-2.492,0,77.26670090954681
A_blind,87,17,-2.469,0,90.9202388631312
A_blind,87,18,-2.467,0,27.920738421413848
A_blind,87,19,-2.357,0,85.46619305595074
A_blind,87,20,-2.341,0,105.5006510289101
A_blind,88,1,-2.939,0,139.9328139162053
A_blind,88,2,-2.798,0,74.93600631717032
A_blind,88,3,-2.768,0,78.23312536838041
A_blind,88,4,-2.759,0,40.35410790394098
A_blind,88,5,-2.656,0,125.62574233826327
A_blind,88,6,-2.516,0,40.08389372198949
A_blind,88,7,-2.474,0,75.06365314517458
A_blind,88,8,-2.417,0,23.232451795870098
A_blind,88,9,-2.395,0,126.01471788360908
A_blind,88,10,-2.337,0,67.42456048730394
A_blind,88,11,-2.326,0,19.57234366738097
A_blind,88,12,-2.269,0,76.23950800154704
A_blind,88,13,-2.207,0,75.47671817900385
A_blind,88,14,-2.188,0,50.86953708089108
A_blind,88,15,-2.168,0,28.393766326180128
A_blind,88,16,-2.166,0,106.61365711692937
A_blind,88,17,-2.149,0,129.11811734764643
A_blind,88,18,-2.114,0,127.4566412039409
A_blind,88,19,-2.058,0,29.932477773647143
A_blind,88,20,-1.949,0,67.58373309160696
A_blind,89,1,-2.689,0,120.46886347702771
A_blind,89,2,-2.615,0,133.97769707507442
A_blind,89,3,-2.447,0,65.9084003158421
A_blind,89,4,-2.425,0,125.08808500970184
A_blind,89,5,-2.396,0,135.67688050938534
A_blind,89,6,-2.384,0,121.51600787619068
A_blind,89,7,-2.366,1,9.864972663344332
A_blind,89,8,-2.291,0,119.76799409717839
A_blind,89,9,-2.288,0,92.53411514391915
A_blind,89,10,-2.25,0,70.27525436579688
A_blind,89,11,-2.164,0,135.76638050634318
A_blind,89,12,-2.142,0,123.77878091318301
A_blind,89,13,-2.133,0,49.12224130632754
A_blind,89,14,-2.092,0,68.70843190752164
A_blind,89,15,-1.993,0,66.68620652158981
A_blind,89,16,-1.946,0,51.65546703494467
A_blind,89,17,-1.872,0,105.88110487622275
A_blind,89,18,-1.815,0,124.64887915661241
A_blind,89,19,-1.798,0,67.41800343441221
A_blind,89,20,-1.65,0,125.86651726040111
A_blind,90,1,-2.885,0,64.04681220713852
A_blind,90,2,-2.83,0,139.71186185140715
A_blind,90,3,-2.664,0,113.45099889740652
A_blind,90,4,-2.63,0,12.45498504697743
A_blind,90,5,-2.603,0,37.163876334959035
A_blind,90,6,-2.553,0,65.28429956661365
A_blind,90,7,-2.501,0,64.92963889154056
A_blind,90,8,-2.49,0,11.957177930159338
A_blind,90,9,-2.489,1,9.111170981986541
A_blind,90,10,-2.434,0,34.95437864307505
A_blind,90,11,-2.426,0,124.42815502944164
A_blind,90,12,-2.378,1,10.049968423626318
A_blind,90,13,-2.368,0,116.29935644471851
A_blind,90,14,-2.332,0,138.76349482643005
A_blind,90,15,-2.257,0,53.72364583020883
A_blind,90,16,-2.237,0,127.7970582521767
A_blind,90,17,-2.221,0,108.16633092889039
A_blind,90,18,-2.218,0,34.89353485203465
A_blind,90,19,-2.21,0,109.99963268486653
A_blind,90,20,-2.184,0,134.86712666119266
A_blind,91,1,-3.77,0,135.41584992481737
A_blind,91,2,-3.684,0,137.40471910304842
A_blind,91,3,-3.466,0,138.95501723672072
A_blind,91,4,-3.275,0,135.57976344011314
A_blind,91,5,-3.011,0,140.4054870368444
A_blind,91,6,-2.966,0,133.44584272813688
A_blind,91,7,-2.835,0,135.53268560918355
A_blind,91,8,-2.705,0,92.29701569829365
A_blind,91,9,-2.697,0,110.92171071969913
A_blind,91,10,-2.593,0,134.99477322379911
A_blind,91,11,-2.587,0,39.976509016166034
A_blind,91,12,-2.536,0,94.55185601216301
A_blind,91,13,-2.531,0,135.1532497602352
A_blind,91,14,-2.527,0,40.9615540195864
A_blind,91,15,-2.46,0,97.34961886553143
A_blind,91,16,-2.431,0,40.226305385815415
A_blind,91,17,-2.404,0,41.08991535163408
A_blind,91,18,-2.335,0,107.49642242522084
A_blind,91,19,-2.33,0,40.78276087777555
A_blind,91,20,-2.33,0,142.36517568966272
A_blind,92,1,-3.533,0,10.973885532020129
A_blind,92,2,-3.273,1,10.019943554765161
A_blind,92,3,-3.161,0,135.0707882922848
A_blind,92,4,-3.156,1,9.623726267716759
A_blind,92,5,-3.139,0,136.43417160840437
A_blind,92,6,-2.972,0,10.280676510633898
A_blind,92,7,-2.935,0,135.64147936035346
A_blind,92,8,-2.783,0,136.12604356539956
A_blind,92,9,-2.704,0,11.729179571444538
A_blind,92,10,-2.543,0,112.25761933549563
A_blind,92,11,-2.518,0,12.38816766741986
A_blind,92,12,-2.487,0,11.758255117703202
A_blind,92,13,-2.485,0,51.82679094355211
A_blind,92,14,-2.437,0,133.36172836060945
A_blind,92,15,-2.436,0,94.94706476043928
A_blind,92,16,-2.39,0,118.73909544033981
A_blind,92,17,-2.353,0,22.40564942885995
A_blind,92,18,-2.293,0,116.94063097680468
A_blind,92,19,-2.249,0,25.128641052124003
A_blind,92,20,-2.243,0,132.80316146307635
A_blind,93,1,-3.015,0,140.5305936310595
A_blind,93,2,-2.888,0,135.6174699274895
A_blind,93,3,-2.837,0,67.04766752708169
A_blind,93,4,-2.762,0,51.35640217292438
A_blind,93,5,-2.733,0,62.82940900845478
A_blind,93,6,-2.721,0,121.37928230799707
A_blind,93,7,-2.668,0,62.27886145434939
A_blind,93,8,-2.667,0,94.17893098761976
A_blind,93,9,-2.632,0,89.62733798239833
A_blind,93,10,-2.626,0,136.37868393109682
A_blind,93,11,-2.371,0,63.92325564839336
A_blind,93,12,-2.368,0,140.20653915087226
A_blind,93,13,-2.364,0,119.4409837752037
A_blind,93,14,-2.353,0,136.4802160977225
A_blind,93,15,-2.35,0,60.456534072821725
A_blind,93,16,-2.344,0,87.78234666940921
A_blind,93,17,-2.318,0,61.53809465031581
A_blind,93,18,-2.284,0,133.84884144920028
A_blind,93,19,-2.207,0,119.5210392091569
A_blind,93,20,-2.205,0,41.30233147273642
A_blind,94,1,-3.633,0,139.14232321233564
A_blind,94,2,-3.356,0,135.40817787270043
A_blind,94,3,-3.34,0,11.066372482834376
A_blind,94,4,-3.232,0,27.611627392909934
A_blind,94,5,-3.194,0,133.63059886268275
A_blind,94,6,-3.049,0,40.253335050337135
A_blind,94,7,-3.027,0,115.60216769617332
A_blind,94,8,-3.017,0,23.16220234391733
A_blind,94,9,-2.955,0,61.202541252384044
A_blind,94,10,-2.893,0,30.124808862357483
A_blind,94,11,-2.851,0,140.50999055166983
A_blind,94,12,-2.814,0,29.1489322341126
A_blind,94,13,-2.796,0,123.33127968439311
A_blind,94,14,-2.795,0,28.333044698128752
A_blind,94,15,-2.791,0,134.8211649987096
A_blind,94,16,-2.78,0,113.38495420947991
A_blind,94,17,-2.779,0,111.07801053358685
A_blind,94,18,-2.769,0,129.58307355869633
A_blind,94,19,-2.695,0,115.54051679937645
A_blind,94,20,-2.434,0,113.53787434683993
A_blind,95,1,-3.335,0,136.92306677498846
A_blind,95,2,-3.314,0,136.3622828979818
A_blind,95,3,-3.231,1,7.421583366999533
A_blind,95,4,-3.176,0,10.758337296732526
A_blind,95,5,-3.07,0,133.69427196734296
A_blind,95,6,-3.007,0,135.72828835750653
A_blind,95,7,-2.932,0,137.02341085940216
A_blind,95,8,-2.865,1,8.843449893083502
A_blind,95,9,-2.734,1,8.87331257557288
A_blind,95,10,-2.727,0,135.74811036522175
A_blind,95,11,-2.721,0,135.9410905540936
A_blind,95,12,-2.694,1,9.072382632545496
A_blind,95,13,-2.679,0,10.339261165951815
A_blind,95,14,-2.652,0,137.37114098539496
A_blind,95,15,-2.485,0,135.36351447408038
A_blind,95,16,-2.475,0,131.17798422585366
A_blind,95,17,-2.383,0,88.68220441595244
A_blind,95,18,-2.304,0,91.33437674487695
A_blind,95,19,-2.29,0,112.94127624208316
A_blind,95,20,-2.218,0,96.94175153578323
A_blind,96,1,-2.902,0,135.51481514708368
A_blind,96,2,-2.769,0,135.6525083106165
A_blind,96,3,-2.734,0,137.04026620412694
A_blind,96,4,-2.713,0,27.45694971629061
A_blind,96,5,-2.705,0,139.14948345538795
A_blind,96,6,-2.673,0,118.25742437127633
A_blind,96,7,-2.637,0,34.432883035055774
A_blind,96,8,-2.632,0,134.9913635500319
A_blind,96,9,-2.554,0,75.14661549762373
A_blind,96,10,-2.45,0,134.5321883978276
A_blind,96,11,-2.443,0,135.40234830853828
A_blind,96,12,-2.441,0,117.06284428654716
A_blind,96,13,-2.434,0,133.73201585149943
A_blind,96,14,-2.429,0,146.17543362680314
A_blind,96,15,-2.398,0,133.20036302876562
A_blind,96,16,-2.398,0,142.33516672907595
A_blind,96,17,-2.381,0,67.3902240016268
A_blind,96,18,-2.299,0,76.61195855969028
A_blind,96,19,-2.276,0,35.0126636524124
A_blind,96,20,-2.214,0,115.68603186868836
A_blind,97,1,-4.009,0,135.38389841656218
A_blind,97,2,-3.8,0,134.4906680288085
A_blind,97,3,-3.608,0,137.58008232440326
A_blind,97,4,-3.548,0,138.38967772882805
A_blind,97,5,-3.543,0,137.33989116867787
A_blind,97,6,-3.269,0,133.87212942841177
A_blind,97,7,-3.067,0,135.50438279139195
A_blind,97,8,-2.941,0,136.06111606606683
A_blind,97,9,-2.879,0,134.66071716488568
A_blind,97,10,-2.86,0,116.17320817816001
A_blind,97,11,-2.804,0,126.45090548015249
A_blind,97,12,-2.745,0,135.86143576573235
A_blind,97,13,-2.743,0,39.34087665900897
A_blind,97,14,-2.711,0,134.75407387625944
A_blind,97,15,-2.665,0,126.28092833178431
A_blind,97,16,-2.598,0,21.072829415027943
A_blind,97,17,-2.581,0,51.41184897799203
A_blind,97,18,-2.554,1,8.584283384074077
A_blind,97,19,-2.541,0,51.5645855554496
A_blind,97,20,-2.387,0,19.51907504804404
A_blind,98,1,-3.372,0,135.98252052805535
A_blind,98,2,-3.332,0,136.36034700943245
A_blind,98,3,-2.93,0,51.01727453134398
A_blind,98,4,-2.924,0,34.32854026310323
A_blind,98,5,-2.854,0,114.54035418850967
A_blind,98,6,-2.739,0,77.76737154275689
A_blind,98,7,-2.721,0,75.9496584358605
A_blind,98,8,-2.692,0,50.55943780499819
A_blind,98,9,-2.635,0,118.38178241743232
A_blind,98,10,-2.629,0,67.72448981632863
A_blind,98,11,-2.573,0,36.81213778420878
A_blind,98,12,-2.556,0,104.38296365686831
A_blind,98,13,-2.507,0,122.7400461980474
A_blind,98,14,-2.482,0,75.3434123050885
A_blind,98,15,-2.479,0,114.4496032306747
A_blind,98,16,-2.4,0,30.29516611193558
A_blind,98,17,-2.374,0,107.37338783377365
A_blind,98,18,-2.369,0,50.03316066385296
A_blind,98,19,-2.311,0,33.4172649333515
A_blind,98,20,-2.232,0,76.93125359811933
A_blind,99,1,-2.758,1,11.517043846486464
A_blind,99,2,-2.679,0,36.8069298344192
A_blind,99,3,-2.641,0,121.24537832129471
A_blind,99,4,-2.632,0,96.39970994395519
A_blind,99,5,-2.63,0,19.531735134848354
A_blind,99,6,-2.575,0,51.6909363260613
A_blind,99,7,-2.537,0,116.93621655481853
A_blind,99,8,-2.522,0,122.23951133908307
A_blind,99,9,-2.499,0,38.25369467031285
A_blind,99,10,-2.452,0,111.3271270347363
A_blind,99,11,-2.44,0,133.5018824242488
A_blind,99,12,-2.399,0,99.85056411919736
A_blind,99,13,-2.327,1,11.607021188203563
A_blind,99,14,-2.209,0,108.67046758665634
A_blind,99,15,-2.203,0,94.82264891204389
A_blind,99,16,-2.198,0,25.409535910204
A_blind,99,17,-2.174,0,94.25797043760801
A_blind,99,18,-2.101,0,144.47295301777214
A_blind,99,19,-2.077,0,116.39309259752677
A_blind,99,20,-1.978,1,12.27652536363217
A_blind,100,1,-3.767,0,136.41441563406528
A_blind,100,2,-3.409,1,9.645816030364857
A_blind,100,3,-3.366,1,11.057582824495098
A_blind,100,4,-3.365,0,134.2790244346923
A_blind,100,5,-3.361,1,8.050720359161852
A_blind,100,6,-3.089,0,10.951895267809626
A_blind,100,7,-3.023,0,135.0148937592902
A_blind,100,8,-3.008,0,135.82558478610994
A_blind,100,9,-2.92,0,90.16281365920584
A_blind,100,10,-2.867,0,13.724661042863888
A_blind,100,11,-2.826,0,61.61956029381811
A_blind,100,12,-2.822,0,13.524430030551564
A_blind,100,13,-2.8,0,64.82193553277575
A_blind,100,14,-2.712,0,60.00096664444397
A_blind,100,15,-2.622,0,39.78779260216207
A_blind,100,16,-2.583,0,40.5821315348554
A_blind,100,17,-2.576,0,118.00194380123115
A_blind,100,18,-2.572,0,110.5799647099661
A_blind,100,19,-2.545,0,124.20355299626404
A_blind,100,20,-2.52,0,40.30803311286048
A_biased,1,1,-3.305,1,9.859089708623735
A_biased,1,2,-3.288,0,9.830942438640548
A_biased,1,3,-3.269,0,10.68431041041261
A_biased,1,4,-3.244,1,5.941166035670691
A_biased,1,5,-3.196,1,6.100463832886349
A_biased,1,6,-3.16,1,6.653556799057356
A_biased,1,7,-3.14,1,6.191929219876286
A_biased,1,8,-2.972,1,6.611971988514891
A_biased,1,9,-2.939,1,9.076590513113718
A_biased,1,10,-2.917,1,5.658658105736883
A_biased,1,11,-2.909,1,9.252802997118723
A_biased,1,12,-2.891,1,8.99427564409882
A_biased,1,13,-2.885,1,5.854046544516266
A_biased,1,14,-2.836,1,8.851407827848314
A_biased,1,15,-2.829,1,8.663680971643664
A_biased,1,16,-2.812,1,8.449092002117073
A_biased,1,17,-2.715,0,9.187990874226362
A_biased,1,18,-2.713,1,7.012659839894794
A_biased,1,19,-2.697,1,5.307697974483663
A_biased,1,20,-2.538,1,6.066211741128078
A_biased,2,1,-3.253,1,9.963978606316141
A_biased,2,2,-3.194,1,5.784742751605282
A_biased,2,3,-3.18,1,9.299942726972953
A_biased,2,4,-3.179,1,10.615742215288135
A_biased,2,5,-3.007,1,6.5067596439786195
A_biased,2,6,-2.958,1,7.978775613186729
A_biased,2,7,-2.943,1,6.845883664246596
A_biased,2,8,-2.92,1,6.436848999187254
A_biased,2,9,-2.901,1,5.744530602532675
A_biased,2,10,-2.901,1,6.613598068704407
A_biased,2,11,-2.859,1,5.949050160872311
A_biased,2,12,-2.817,1,6.168662361401496
A_biased,2,13,-2.771,1,6.096550921423637
A_biased,2,14,-2.725,1,6.50896093057687
A_biased,2,15,-2.707,1,8.998200098626507
A_biased,2,16,-2.687,1,6.046637269398323
A_biased,2,17,-2.686,1,6.6490861354331745
A_biased,2,18,-2.683,1,6.678926245782522
A_biased,2,19,-2.545,1,6.601869831428084
A_biased,2,20,-2.526,1,6.328268737549517
A_biased,3,1,-3.485,1,10.438716081535112
A_biased,3,2,-3.432,1,8.98771482502317
A_biased,3,3,-3.201,1,8.397820778364341
A_biased,3,4,-3.078,1,9.161557401169388
A_biased,3,5,-3.016,0,10.394278563476274
A_biased,3,6,-2.994,1,5.753509263049015
A_biased,3,7,-2.764,1,6.764526743725292
A_biased,3,8,-2.748,1,8.542066422332754
