cand_id,receptor,energy,tanimoto,n_contacts,status
11,receptor_10,-4.553,0.09811392445143383,8,ok
12,1xq8,-4.877,0.012882073316392378,10,ok
12,receptor_01,-4.835,0.0,7,ok
12,receptor_02,-5.323,0.2799033214771972,11,ok
12,receptor_03,-4.715,0.27023158120058327,8,ok
12,receptor_04,-4.915,0.35479684803403483,9,ok
12,receptor_05,-4.635,0.23834472016708552,9,ok
12,receptor_06,-4.868,0.20202222761670555,9,ok
12,receptor_07,-4.21,0.16839390242018937,5,ok
7,receptor_03,-3.537,0.17687305975566434,5,ok
7,receptor_04,-3.94,0.35479684803403483,9,ok
7,receptor_05,-3.529,0.31293143120110445,10,ok
7,receptor_06,-3.67,0.25607716697660104,7,ok
7,receptor_07,-3.216,0.7485826114484703,4,ok
7,receptor_08,-3.56,0.0869473439792289,7,ok
7,receptor_09,-3.558,0.012484217730421136,6,ok
7,receptor_10,-4.051,0.0,8,ok
8,1xq8,-3.459,0.0,10,ok
8,receptor_01,-4.156,0.0,7,ok
8,receptor_02,-4.062,0.3621416244130199,9,ok
8,receptor_03,-3.432,0.011166580472204925,7,ok
8,receptor_04,-3.359,0.4844101046632692,7,ok
8,receptor_05,-3.516,0.35479684803403483,9,ok
8,receptor_06,-3.758,0.20202222761670552,9,ok
8,receptor_07,-2.982,0.311968122075154,7,ok
8,receptor_08,-3.453,0.21337628470624329,7,ok
8,receptor_09,-3.433,0.25607716697660104,7,ok
8,receptor_10,-3.913,0.0,7,ok
9,1xq8,-3.659,0.0,7,ok
40,1xq8,-5.185,0.0,7,ok
40,receptor_01,-4.957,0.0,7,ok
40,receptor_02,-5.439,0.33189375435118645,11,ok
40,receptor_03,-4.576,0.02233316094440985,8,ok
40,receptor_04,-5.142,0.3406424338100526,8,ok
40,receptor_05,-4.825,0.4751127915684878,6,ok
40,receptor_06,-4.898,0.19075601496218156,7,ok
40,receptor_07,-4.167,0.33393610608800484,6,ok
40,receptor_08,-4.725,0.10969119850850179,7,ok
40,receptor_09,-5.186,0.40173289882156704,7,ok
40,receptor_10,-4.363,0.27928707121565477,5,ok
41,1xq8,-3.623,0.0,6,ok
41,receptor_01,-3.576,0.009220284626177591,9,ok
41,receptor_02,-3.66,0.3762960386370021,10,ok
41,receptor_03,-3.186,0.27928707121565477,5,ok
41,receptor_04,-3.451,0.12217541623892292,8,ok
41,receptor_05,-3.164,0.3882769832136921,7,ok
41,receptor_06,-3.437,0.19085564714450062,8,ok
41,receptor_07,-2.921,0.0,5,ok
41,receptor_08,-3.414,0.23233860785632532,8,ok
20,1xq8,-3.513,0.0,6,ok
20,receptor_01,-3.557,0.0,7,ok
20,receptor_02,-3.956,0.4095942669158417,8,ok
20,receptor_03,-3.336,0.27023158120058327,8,ok
20,receptor_04,-3.646,0.21572445042302385,9,ok
20,receptor_05,-3.27,0.5204190289809193,2,ok
20,receptor_06,-3.54,0.44575958500009144,5,ok
20,receptor_07,-3.065,0.1096911985085018,7,ok
20,receptor_08,-3.586,0.2133762847062433,7,ok
20,receptor_09,-3.293,0.22586050243666445,8,ok
20,receptor_10,-3.277,0.44002949918430295,4,ok
21,1xq8,-4.288,0.0,10,ok
21,receptor_01,-3.978,0.0,7,ok
21,receptor_02,-4.389,0.26852320352850206,13,ok
21,receptor_03,-3.797,0.09884769969545669,10,ok
21,receptor_04,-3.953,0.2823605726906266,7,ok
21,receptor_05,-3.828,0.12865352165858382,7,ok
21,receptor_06,-3.93,0.2792870712156548,5,ok
21,receptor_07,-3.293,0.5453773437325409,4,ok
21,receptor_08,-3.83,0.19085564714450065,8,ok
30,receptor_10,-4.441,0.0,6,ok
31,1xq8,-3.376,0.0,7,ok
31,receptor_01,-3.425,0.0,9,ok
