id,smiles,score_1xq8,plif_1xq8,score_we_mean,plif_we_mean,SC1,SC2,SC3,SC4
154,O=S(=O)(c1ccnc2cccnc12)N1CCC(N2CCCC2)CC1,-5.418,0.0,-4.964614399999999,0.1509669684949328,5.418,4.964614399999999,5.418,5.417515305484798
155,O=S(=O)(c1ccncc1)N1CCNCC1,-4.2,0.015341728164052432,-3.9351057000000003,0.20184011146191194,4.2,3.9351057000000003,4.246025184492157,4.5406260343857365
156,O=S(=O)(c1cnc2ccccc2c1)N1CCCNCC1,-3.743,0.0,-3.5152922,0.2707997146123906,3.743,3.5152922,3.743,4.327691343837172
157,O=S(=O)(c1cnc2ccccc2c1)N1CCN(CCO)CC1,-5.174,0.0,-4.919639,0.17087666835254273,5.174,4.919639,5.174,5.432269005057629
158,O=S(=O)(c1cnc2ccccc2c1)N1CCNCC1,-5.243,0.0,-4.9325075,0.23560022802459885,5.243,4.9325075,5.243,5.639308184073796
159,O=S(=O)(c1cncc2ccccc12)N1CCCNCC1,-3.971,0.018943397790627786,-3.6031357,0.22828268351584238,3.971,3.6031357,4.027830193371884,4.287983750547527
160,O=S(=O)(c1cncc2cccnc12)N1CCNCC1,-4.711,0.0013507978422093822,-4.7551844,0.1677919128469481,4.711,4.7551844,4.715052393526628,5.258560138540845
161,O=S(=O)(c1cnccc1Br)N1CCNCC1,-4.568,0.015341728164052432,-4.115343200000001,0.13435807556344243,4.568,4.115343200000001,4.6140251844921565,4.518417426690328
162,O=S(=O)(c1csc2cnccc12)N1CCCNCC1,-3.265,0.016960959186042835,-3.1654329000000003,0.2466460042132347,3.265,3.1654329000000003,3.3158828775581286,3.9053709126397047
163,O=S(=O)(c1sc2ccccc2c1Cl)N1CCNCC1,-5.085,0.016960959186042835,-4.753439900000001,0.2858971189421961,5.085,4.753439900000001,5.135882877558129,5.611131256826589
164,O=[N+]([O-])c1ccc(S(=O)(=O)N2CCCNCC2)cc1,-3.498,0.0,-3.2573554,0.19062650272278875,3.498,3.2573554,3.498,3.829234908168366
165,O=[N+]([O-])c1ccc2c(S(=O)(=O)N3CCNCC3)ccnc2c1,-5.695,0.0,-5.0063562,0.25874409715995267,5.695,5.0063562,5.695,5.782588491479858
166,O=[N+]([O-])c1ccc2nccc(S(=O)(=O)N3CCCNCC3)c2c1,-3.755,0.176255270514464,-3.5981907000000004,0.21350890966544755,3.755,3.5981907000000004,4.283765811543391,4.238717428996343
167,O=[N+]([O-])c1cccc(S(=O)(=O)N2CCCNCC2)c1,-3.383,0.0,-3.3487812,0.2653399510783183,3.383,3.3487812,3.383,4.144801053234955
168,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCNCC1,-4.508,0.0,-4.33254,0.12525380221242458,4.508,4.33254,4.508,4.708301406637274
169,S=c1[nH]c(=S)n(CCCN2CCNCC2)c2ccccc12,-5.14,0.03227530111987651,-4.9242497,0.15920085743538698,5.14,4.9242497,5.236825903359629,5.401852272306161
170,S=c1c(N2CCNCC2)c(NCc2ccccc2)cnc2ccccc12,-5.931,0.011926054012334228,-5.748160700000001,0.2506392317854466,5.931,5.748160700000001,5.966778162037003,6.50007839535634
171,c1ccc2c(c1)SCC1CCNCCN21,-3.529,0.0,-3.3064131999999997,0.2531916375831452,3.529,3.3064131999999997,3.529,4.0659881127494355
