"CID","ConnectivitySMILES","SMILES","IUPACName","MolecularFormula","MolecularWeight","InChI","InChIKey"
3547,"C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3","C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3","5-(1,4-diazepan-1-ylsulfonyl)isoquinoline","C14H17N3O2S",291.37,"InChI=1S/C14H17N3O2S/c18-20(19,17-9-2-6-15-8-10-17)14-4-1-3-12-11-16-7-5-13(12)14/h1,3-5,7,11,15H,2,6,8-10H2","NGOGFTYYXHNFQH-UHFFFAOYSA-N"
